Gem Name,Download Count
"object-daddy",76510
"masamune",76477
"anmo",76354
"humanizer",76348
"magic_stylez",76305
"test-spec",76270
"user_impersonate2",76265
"lucid_works",76253
"cytoplasm",76238
"provizioning",76235
"icu_ratings",76227
"envjs",76211
"puppet-lint-fileserver-check",76199
"lightbox2-rails",76184
"openstack",76179
"ruby-wmi",76132
"fmcpm",76130
"sinatra-twitter-bootstrap",76123
"stipe",76122
"morph",76115
"lisbn",76091
"soaring",76088
"vagrant-hosts",76068
"sidekiq-superworker",76064
"nomo",76063
"capistrano-spec",76048
"rest-open-uri",75983
"fb",75975
"docusign_rest",75972
"library_stdnums",75956
"stanford-mods",75947
"credit_card_bins",75944
"right_popen",75933
"kontena-cli",75928
"import_remotecontrol",75909
"heirloom",75902
"active_decorator-rspec",75882
"jsus",75878
"material_icons",75874
"poseidon_cluster",75870
"awscosts",75859
"pry-debundle",75856
"devise_lastseenable",75852
"capistrano-nvm",75844
"torquespec",75838
"touchpunch-rails",75833
"swfobject-rails",75832
"sbdevcore",75820
"blitline",75775
"libusb",75767
"snail",75753
"vnews",75721
"omniauth-facebook-access-token",75683
"glue",75664
"thoughtbot-shoulda",75654
"dbox",75645
"messengerjs-rails",75638
"cherrypicker",75637
"rocket_cms_mongoid",75610
"rbczmq",75541
"ratchetio",75537
"requestanimationframe_polyfill-rails",75533
"soar_sr",75528
"turbulence",75527
"c_geohash",75519
"gemoji-parser",75515
"code-snippets",75499
"canonical-emails",75492
"camping",75486
"mobilize-hdfs",75475
"buff-platform",75468
"anaf_habtm",75457
"radiant-shop-extension",75434
"sandi_meter",75430
"semaphore_test_boosters",75418
"arduino_firmata",75405
"numb",75378
"fir-cli",75364
"rfeedreader",75354
"awesome_bot",75351
"anticipate",75346
"bootstrap_tokenfield_rails",75335
"dm-tags",75329
"neo4j-community",75319
"weary",75297
"sensu-plugins-uchiwa",75289
"rocket_cms_activerecord",75245
"filecluster",75234
"machinist_mongo",75234
"polyblock",75214
"tenon",75213
"octopress-autoprefixer",75205
"has_barcode",75202
"git-commit-notifier",75163
"gd_bam",75162
"rspec-example_steps",75130
"rubysl-rexml",75126
"closeio",75117
"rack-oauth2-server",75112
"hanami-validations",75078
"semverly",75077
"ionicons-rails",75046
"grape-rails-cache",75024
"echonest-ruby-api",75013
"aptible-billing",75010
"compass_radix",74990
"fastest-csv",74932
"soar_auditing_provider",74930
"generated-assets",74925
"middleman-xmlvalidator",74922
"popper_js",74912
"pcp-client",74858
"zmq",74854
"stateflow",74848
"ubuntu_ami",74836
"dictionaries",74806
"deas",74800
"meducation_sdk",74799
"minitest-hooks",74759
"restpack_service",74746
"quick_script",74741
"iqvoc",74679
"govuk_template",74648
"sufia-models",74620
"renet",74593
"vitunes",74576
"hydra-collections",74575
"boolean",74570
"ceml",74532
"crono",74523
"berlin-ai",74499
"has_messages",74496
"beerdb",74483
"gtk2passwordapp",74482
"jiraSOAP",74453
"scrappy",74427
"glassfish",74413
"do_jdbc",74412
"app_drone",74397
"pact-provider-proxy",74373
"weblinc-wysihtml5-rails",74344
"refinerycms-page-images",74338
"unidecode",74328
"hiptest-publisher",74310
"described_routes",74287
"activerecord-jdbcteradata-adapter",74269
"luhn",74244
"adapter_extensions",74243
"elibri_onix",74236
"with_env",74220
"lorem",74220
"bootstrap_haml_helpers",74213
"ovirt-engine-sdk",74191
"icheck-rails",74188
"yieldmanager",74180
"rmodbus",74177
"buddy",74177
"youtube-dl.rb",74168
"heroku-nav",74140
"jpbuilder",74137
"toystore",74125
"twitter4r",74098
"acts_as_authoritah",74094
"rubysl-socket",74069
"rets",74069
"qm-acts-as-generic-controller",74063
"trix",74024
"reviewed",73944
"devise_openid_authenticatable",73924
"cukeforker",73923
"rdfobjects",73917
"google-qr",73911
"publish_my_data",73905
"minitest-bang",73845
"object_attorney",73811
"tkh_content",73804
"hashugar",73794
"lacquer",73774
"url_escape",73768
"optimizely-sdk",73758
"jqr-helpers",73755
"session_off",73748
"origen",73704
"blacklight-gallery",73701
"airplay",73691
"hijri",73691
"gizzmo",73688
"chipmunk",73671
"sinatra-pages",73664
"rack-offline",73662
"recordselect",73649
"legacy-fernet",73637
"socialcast",73570
"abgabenrechner",73565
"lolita-file-upload",73561
"espeak-ruby",73434
"pronto-scss",73420
"rails_admin_nestable",73411
"birthday",73409
"apktools",73383
"react_webpack_rails",73382
"pikaday-gem",73375
"mobilize-hive",73362
"simple_nested_set",73354
"johnson",73317
"pgbackups-archive",73309
"yamllint",73294
"deltacloud-client",73265
"has_constant",73225
"configuration_service",73215
"zucker",73175
"bosh-gen",73163
"dot_hash",73152
"nixenvironment",73147
"fluent-plugin-typecast",73143
"phrase_assembler",73132
"acts_as_metadata",73128
"packagecloud-ruby",73126
"rack-tracker",73113
"minispec-metadata",73105
"dolt",73096
"hoe-travis",73062
"ajax",73053
"nilio",73045
"spree_gateway",73045
"watirsplash",73025
"clamav-client",72996
"pipe-run",72958
"time-warp",72913
"respec",72862
"class_loader",72852
"knife-zero",72836
"franz",72831
"mongoid_auto_increment",72808
"spectator-validates_email",72796
"autotest-notification",72795
"time_ext",72746
"its",72662
"rubysl-date",72649
"sidekiq-logging-json",72644
"jumpcloud",72633
"gridhook",72622
"vandamme",72603
"publishr",72578
"about_page",72575
"redmon",72574
"validates",72570
"etsy",72550
"allure-rspec",72549
"bogus",72493
"cucumber-chef",72489
"data-confirm-modal",72486
"redistat",72481
"infopark_cloud_connector",72475
"paypal-sdk-permissions",72471
"maskedinput-rails",72455
"skrollr-rails",72451
"acts_as",72440
"rest_model",72427
"webmachine",72421
"rails3_before_render",72414
"7digital",72366
"amqp-spec",72354
"hydra-batch-edit",72324
"measured-rails",72323
"aritcaptcha",72304
"api_hammer",72296
"capsule_crm",72275
"dango_generator",72271
"rghost_barcode",72261
"cpf_faker",72257
"rack-recaptcha",72236
"url2png",72183
"acts_as_archival",72162
"hosted_graphite",72136
"toto",72111
"wally",72107
"ar-ondemand",72104
"admin_assistant",72102
"system",72096
"nuggets",72094
"rest-assured",72091
"joint",72091
"r509",72077
"frank",72075
"i18n-missing_translations",72039
"safe_yaml-instructure",72039
"tunnel-cf-plugin",72035
"admin_interface",72033
"aptible-rails",72031
"poise-ruby-spechelper",72018
"peek-dalli",72018
"geminstaller",72011
"acts_as_icontact",71998
"honkster-jelly",71990
"poolparty",71974
"exchange",71970
"pivot_table",71951
"ruby_captivate",71947
"activesambaldap",71946
"yell-adapters-gelf",71915
"capistrano-gitflow",71914
"scrivito_content_browser",71906
"pmd_translate_checkstyle_format",71904
"omniauth-fitbit",71875
"conjugate",71854
"authem",71853
"access",71830
"render_component_vho",71805
"landslider",71803
"vagrant-zscp",71799
"ngmin-rails",71777
"gemdiff",71770
"cliaws",71753
"api_taster",71753
"needle",71737
"gdocs4ruby",71735
"smooth_operator",71684
"capybara-puma",71678
"pbxplorer",71656
"dm-redis-adapter",71611
"acts_as_restful_list",71570
"wine_bouncer",71570
"js2",71561
"active_finite",71560
"liangzan-contacts",71555
"active_admin_datetimepicker",71525
"http2",71503
"typo",71492
"acts_as_ordered_tree",71481
"activity_stream_client",71451
"erd",71423
"rabbitmq_http_api_client",71371
"Antwrap",71368
"jitai",71359
"goodreads",71359
"wovnrb",71358
"gitdocs",71350
"time-lord",71322
"activerecord-be_readonly",71280
"rails_view_annotator",71277
"chilkat",71264
"magellan-ruby",71254
"opal-rails",71253
"persistent_open_struct",71240
"stringglob",71219
"has_permalink",71217
"sepa_king",71217
"right_git",71181
"flok",71143
"sensu-plugins-zookeeper",71136
"future_me",71080
"proxylocal",71070
"rcredstash",71069
"cloud-crowd",71062
"configtoolkit",71028
"has_enum",71010
"mercury",71009
"merb-more",70992
"slackiq",70988
"discourse-qunit-rails",70950
"kelredd-useful",70928
"acts_as_kaltura",70923
"zerigo_dns",70912
"acts_as_sane_tree",70898
"aftership",70890
"qed",70845
"vesr",70844
"rails_bootstrap_navbar",70798
"cutest",70753
"BibOpsworks",70661
"searchgasm",70610
"cia",70609
"two_factor_authentication",70604
"xcoder",70600
"usher",70581
"sql-logging",70580
"simply_stored",70560
"google_timezone",70551
"pg_power",70548
"s3etag",70537
"parseexcel",70530
"capistrano-campfire",70528
"vtiger",70521
"flashgrid",70514
"jquery-inputmask-rails",70511
"constantcontact",70499
"unobtrusive_flash",70489
"city-watch",70488
"hdo-storting-importer",70485
"spine-rails",70483
"rich",70477
"css_sprite",70460
"simple_model",70451
"action_smser",70440
"centzy_common",70436
"motion-prime",70426
"will_paginate-foundation",70422
"binman",70385
"indextank",70376
"bosh-bootstrap",70361
"xero_gateway",70354
"foreman_docker",70353
"scrivito",70306
"rspotify",70302
"fanforce-api",70268
"gantree",70252
"murlsh",70201
"omniauth-douban-oauth2",70190
"dm-metamapper",70189
"api-moip-assinaturas",70188
"abongo",70180
"onix",70144
"docman",70131
"resque-pause",70120
"ey_services_api",70069
"dict",70069
"gotransverse-tract-api",70062
"ib",70058
"hightop",70053
"breakpoint-slicer",70003
"red_cloth_formatters_plain",69994
"rirfe",69987
"puppet-catalog-test",69920
"classy_hash",69910
"batch_api",69903
"appoxy_sessions",69899
"polytexnic",69885
"uploader",69860
"copy_carrierwave_file",69858
"polyrex-createobject",69835
"aerospike",69835
"bower",69826
"fuci",69819
"cosmos",69763
"bookshop",69762
"activerecord-mysql-reconnect",69760
"worlddb",69757
"gollum_rails",69742
"rspec-http",69697
"quick_magick",69695
"rhoconnect",69660
"active_tools",69619
"fluent-plugin-webhdfs",69600
"docker-sync",69596
"datts_right",69578
"appengine-tools",69567
"ActiveRecord-JDBC",69554
"bivouac",69553
"kelredd-resourceful",69544
"depengine",69534
"activity-logger",69532
"slack-poster",69529
"RTask",69507
"dohtest",69479
"ama_layout",69451
"ffi-aspell",69427
"pipeline_toolkit",69411
"capistrano-drupal",69411
"ppl",69398
"acts_as_keyed",69397
"mongrel_service",69320
"Floppy-amee",69297
"scms",69289
"dm-is-state_machine",69264
"manifests-cf-plugin",69229
"rmobio",69213
"canard",69167
"pdfcrowd",69166
"deepstruct",69147
"elastic-beanstalk",69147
"ey-deploy",69145
"openseadragon",69136
"flickrie",69131
"app_constants",69107
"kender",69106
"holiday_japan",69083
"rowaf",69082
"lxc",69076
"guard-foodcritic",69071
"configuration_service-provider-vault",69057
"capistrano-notifier",69030
"knife-backup",69028
"ansible_tower_client",69024
"chameleon",69011
"rubygems-test",68978
"clj",68977
"infopark_rails_connector",68950
"mongoid_fulltext",68941
"has-guarded-handlers",68939
"dm-cli",68934
"gaptool-server",68889
"cap-recipes",68883
"logstash-input-relp",68879
"noodall-form-builder",68877
"mlb",68875
"escape_code",68854
"cells-haml",68806
"websocket-rack",68796
"capistrano-node-deploy",68754
"catarse_moip",68753
"murakumo",68732
"dm-is-list",68708
"flint-gs",68704
"itunes-receipt",68700
"trackler",68694
"environment_information",68688
"opskeleton",68625
"html-pipeline-gitlab",68609
"enju_bookmark",68608
"acts_as_extjs",68595
"xsys",68571
"waterdrop",68560
"sportradar-api",68559
"benofsky-bolt",68550
"aws-cfn-compiler",68535
"grape_on_rails_routes",68531
"sfn",68527
"fastlane-plugin-update_project_codesigning",68523
"tw",68515
"rdf-tabular",68465
"mocha_rails",68460
"hansel",68410
"clavius",68407
"hash_dealer",68376
"heap",68374
"underscore-source",68366
"dolzenko",68365
"BOAST",68350
"dapp",68345
"fdb_proto",68330
"ceaser-easing",68312
"daedalus-core",68278
"cb_nitride",68271
"libdolt",68250
"activerecord-cause",68231
"migrant",68206
"refinerycms-acts-as-indexed",68155
"masterview",68151
"acts_as_historical",68127
"capistrano-slack-notify",68094
"google_url_shortener",68048
"canary_notifier",68025
"rubysl-pathname",68012
"resque_safe",67993
"rspec-request_describer",67985
"searchlight",67981
"encrypted-cookie-store",67977
"feature_guard",67977
"cardboardfish",67976
"norikra",67972
"sync",67966
"vagrant-mos",67960
"couchbase-model",67952
"casey_jones",67930
"smaak",67904
"acts_as_caesar",67904
"texticle",67882
"og",67878
"bbc_data_service",67874
"net_http_timeout_errors",67868
"toxiproxy",67867
"magiclabs-userstamp",67858
"auth_passport_checkpoint",67855
"logstash-filter-prune",67848
"sinatra-jsonp",67780
"spout",67776
"answer-factory",67731
"ruby-mpns",67730
"rest-client-components",67726
"blastr",67688
"ruport-util",67682
"zxcvbn-ruby",67662
"mu",67658
"xdg",67649
"active_session",67623
"lotus-utils",67614
"gaptool-client",67598
"tiller",67593
"google-geocode",67590
"pry-highlight",67582
"fluent-plugin-mail",67570
"fusion_tables",67545
"finishing_moves",67542
"rackamole",67527
"rmthemegen",67498
"table-for",67492
"middleman-favicon-maker",67488
"chinese_pinyin",67486
"grape-middleware-logger",67480
"edavis10-object_daddy",67469
"hstore_translate",67444
"genesis_collector",67433
"faye-rails",67412
"the_role",67396
"y_petri",67392
"octopress-escape-code",67379
"hashlib",67364
"hostelify",67340
"celerb",67338
"vault-tools",67330
"oniguruma",67329
"classy_assets",67314
"dispatch-rider",67307
"sidekiq-client-cli",67289
"gitrb",67288
"minitest-tags",67281
"caesars",67276
"rdf-spec",67271
"mongoid_taggable",67243
"less-rails-semantic_ui",67235
"sendfile",67222
"spud_blog",67209
"lawnchair",67177
"stalker",67166
"diesel",67160
"fast_hash_ring",67123
"multimap",67097
"rugments",67082
"govuk_admin_template",67075
"bootstrap-modal-rails",67052
"wunderground",67038
"omniauth-snowflake",67029
"sidekiq-benchmark",67024
"dynamic_fieldsets",67021
"analytica",67017
"vagrant-mutate",67015
"stackdriver",67002
"google-translate",67000
"twat",66996
"danger-xcov",66994
"rake-performance",66990
"swagger-core",66976
"devstructure",66966
"mogilefs-client",66941
"amiando",66896
"rubinius-bridge",66893
"embulk-output-mysql",66881
"bcms_tools",66845
"officer",66806
"hello_fax",66786
"pry-meta",66755
"job_boss",66752
"mediawiki_selenium",66746
"airbrake-api",66742
"activerdf_net7",66740
"kss-rails",66737
"atom-tools",66726
"jetstream",66702
"salesforce_bulk",66673
"simple-spreadsheet",66673
"adzap-ar_mailer",66660
"multi_logger",66655
"verhoeff",66647
"sidekiq-statsd",66573
"tokyocabinet",66571
"soloist",66560
"jquery-dotdotdot-rails",66545
"r18n-rails-api",66539
"geo_location",66520
"active_admin_import",66519
"capistrano3-nginx",66516
"mods",66507
"choosy",66506
"kiba",66498
"pacecar",66456
"simp-beaker-helpers",66449
"prawn-qrcode",66436
"k_means",66434
"rubysl-cgi-session",66427
"rack-affiliates",66421
"ftp_paradise",66415
"demoji",66403
"fuelsdk",66396
"twilio-rb",66388
"configurate",66380
"blue",66377
"fluent-plugin-scribe",66361
"jquery-modal-rails",66349
"ib-ruby",66348
"ruby-fann",66343
"activerecord-spatialite-adapter",66333
"resque-jobs-per-fork",66333
"semaphore_cucumber_booster_config",66329
"masterview_generator",66304
"knife-reporting",66288
"gbarcode",66276
"kolo",66259
"mongoid-shell",66256
"html_press",66254
"vagrant-digitalocean",66251
"facebook-stub",66240
"advantage_quickbase",66219
"geoip2",66213
"tournament",66200
"dm-zone-types",66163
"rails_kindeditor",66162
"daybreak",66161
"rubysl-base64",66142
"right_amqp",66119
"jbuilder_cache_multi",66112
"sensu-plugins-influxdb",66110
"acts-as-optionable",66100
"cramp",66091
"rundeck",66085
"tagz",66085
"rubysl-irb",66078
"jk-ferret",66066
"annotate-models",66034
"jekyll-attendease",66023
"arelastic",66007
"metrical",66002
"rubix",65977
"gmp",65976
"cmis-ruby",65968
"actionmailer-text",65967
"chanko",65957
"rubinius-toolset",65951
"omf_common",65940
"rails_real_favicon",65931
"formatos-febraban",65888
"babelphish",65881
"brightcontent-attachments",65877
"ruby-opencv",65858
"mysql2-cs-bind",65856
"opengraph_parser",65851
"restclient",65830
"inploy",65828
"flexirest",65823
"sequel-paranoid",65810
"treequel",65809
"wagn",65774
"jump",65743
"font-awesome-less",65741
"guard-spin",65736
"cms-lite",65732
"danger-junit",65720
"to_xls-rails",65709
"datacatalog-importer",65686
"google-appengine",65661
"logstash-filter-aggregate",65658
"enju_library",65644
"watir-webdriver-performance",65644
"fluent-plugin-route",65623
"taskwarrior-web",65621
"ruby_smb",65618
"buildmeister",65587
"second_level_cache",65579
"reqres_rspec",65565
"google-tag-manager-rails",65555
"rbbt-sources",65551
"hx",65527
"micro_test",65522
"add-to-homescreen-rails",65511
"rio",65499
"fakes",65448
"pathname2",65442
"cog",65407
"prima-twig",65399
"transloadit-rails",65398
"jenkins-plugin-runtime",65386
"fluiddb",65355
"contact_us",65347
"speedytime",65347
"crowdflower",65328
"hudson",65326
"mongoid_spacial",65315
"dim",65299
"rfetion",65273
"appjam",65272
"learn-co",65268
"accumulators",65260
"socializer",65233
"simple-spreadsheet-extractor",65210
"ucb_deployer",65202
"rake-dotnet",65200
"rubysl-yaml",65193
"locomotivecms_wagon",65188
"mailgun",65183
"time_bandits",65173
"cancan-permits",65165
"eslint-rails",65162
"tin_can_api",65154
"bunny-mock",65131
"jruby-win32ole",65117
"commands",65109
"bonsai",65104
"enju_subject",65104
"ffprober",65102
"lense",65089
"pg-dsn_parser",65080
"chef-metrics",65070
"omniauth-qq-connect",65070
"captured",65055
"prowly",65046
"emissary",65042
"hornetseye-ffmpeg",65030
"99_game",65019
"rev",65009
"themes_for_rails",64998
"activerdf_rdflite",64979
"basic_assumption",64974
"trestle_generator",64941
"rails_multisite",64928
"findbugs_translate_checkstyle_format",64926
"kitchen-digitalocean",64920
"weakling",64906
"supernova",64875
"dossier",64875
"as-notifications",64860
"rufus-treechecker",64856
"soap4juddi",64827
"flowcommerce",64812
"assette",64808
"acts_as_followable",64804
"ifmapper",64803
